id_aluno,nome,curso,periodo,disciplinas_cursadas,areas_interesse
7406,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7407,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7408,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7409,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7410,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7411,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7412,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7413,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7414,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7415,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7416,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7417,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7418,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7419,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7420,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7421,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7422,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7423,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7424,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7425,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7426,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7427,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7428,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7429,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7430,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7431,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7432,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7433,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7434,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7435,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7436,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7437,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7438,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7439,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7440,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7441,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7442,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7443,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7444,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7445,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7446,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7447,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7448,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7449,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7450,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7451,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7452,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7453,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7454,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7455,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7456,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7457,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7458,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7459,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7460,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7461,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7462,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7463,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7464,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7465,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7466,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7467,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7468,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7469,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7470,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7471,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7472,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7473,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7474,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7475,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7476,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7477,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7478,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7479,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7480,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7481,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7482,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7483,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7484,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7485,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7486,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7487,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7488,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7489,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7490,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7491,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7492,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7493,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7494,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7495,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7496,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7497,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7498,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7499,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7500,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7501,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7502,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7503,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7504,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7505,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7506,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7507,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7508,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7509,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7510,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7511,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7512,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7513,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7514,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7515,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7516,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7517,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7518,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7519,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7520,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7521,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7522,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7523,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7524,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7525,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7526,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7527,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7528,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7529,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7530,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7531,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7532,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7533,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7534,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7535,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7536,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7537,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7538,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7539,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7540,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7541,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7542,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7543,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7544,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7545,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7546,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7547,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7548,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7549,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7550,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7551,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7552,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7553,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7554,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7555,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7556,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7557,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7558,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7559,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7560,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7561,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7562,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7563,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7564,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7565,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7566,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7567,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7568,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7569,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7570,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7571,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7572,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7573,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7574,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7575,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7576,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7577,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7578,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7579,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7580,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7581,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7582,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7583,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7584,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7585,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7586,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7587,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7588,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7589,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7590,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7591,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7592,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7593,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7594,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7595,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7596,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7597,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7598,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7599,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7600,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7601,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7602,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7603,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7604,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7605,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7606,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7607,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7608,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7609,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7610,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7611,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7612,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7613,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7614,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7615,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7616,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7617,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7618,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7619,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7620,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7621,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7622,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
7623,Pedro Costa,Engenharia de Computação,8,"Arquitetura, Compiladores","Robótica, Embedded"
7624,Mariana Rocha,SI,5,"UX, PM, BD","Marketing Digital, Analytics"
7625,João Silva,Engenharia de Software,5,"Algoritmos, Banco de Dados, IA","ML, Programação, Cloud"
7626,Maria Souza,Ciência de Dados,3,"Estatística, Python, ML","IA, Visualização, Big Data"
7627,Carlos Oliveira,Engenharia de Computação,7,"Redes, SO, Arquitetura","IoT, Segurança, Hardware"
7628,Ana Pereira,SI,4,"Gestão, Redes, BD","UX, PM, Analytics"
7629,Lucas Santos,Engenharia de Software,6,"BD, IA, Web","Mobile, DevOps, QA"
7630,Juliana Lima,Ciência de Dados,2,"Python, Estatística","NLP, Deep Learning"
